date	time_sec	time_sec	Ch1_O2	Ch1_temp	Ch2_O2	Ch3_O2	Ch4_O2
8/10/2022	02:46.9	1872.88	7.8	25.311	7.774	7.51	8.047
8/10/2022	02:47.9	1873.879	7.794	25.314	7.773	7.508	8.043
8/10/2022	02:48.9	1874.88	7.801	25.314	7.775	7.513	8.044
8/10/2022	02:49.9	1875.88	7.806	25.313	7.774	7.513	8.047
8/10/2022	02:50.9	1876.879	7.806	25.311	7.779	7.509	8.046
8/10/2022	02:51.9	1877.889	7.809	25.313	7.783	7.517	8.049
8/10/2022	02:52.9	1878.881	7.803	25.311	7.782	7.521	8.041
8/10/2022	02:53.9	1879.88	7.81	25.31	7.784	7.521	8.045
8/10/2022	02:54.9	1880.881	7.812	25.308	7.786	7.516	8.045
8/10/2022	02:55.9	1881.882	7.815	25.306	7.783	7.521	8.044
8/10/2022	02:56.9	1882.881	7.815	25.307	7.782	7.527	8.044
8/10/2022	02:57.9	1883.882	7.818	25.308	7.787	7.524	8.048
8/10/2022	02:58.9	1884.882	7.82	25.309	7.786	7.525	8.049
8/10/2022	02:59.9	1885.884	7.822	25.31	7.789	7.526	8.04
8/10/2022	03:00.9	1886.883	7.822	25.309	7.789	7.529	8.041
8/10/2022	03:01.9	1887.884	7.816	25.308	7.791	7.53	8.046
8/10/2022	03:02.9	1888.883	7.825	25.308	7.79	7.521	8.049
8/10/2022	03:03.9	1889.885	7.821	25.307	7.798	7.523	8.046
8/10/2022	03:04.9	1890.885	7.826	25.308	7.792	7.528	8.04
8/10/2022	03:05.9	1891.885	7.821	25.309	7.801	7.527	8.045
8/10/2022	03:06.9	1892.887	7.827	25.309	7.788	7.527	8.047
8/10/2022	03:07.9	1893.887	7.824	25.307	7.794	7.533	8.045
8/10/2022	03:08.9	1894.888	7.826	25.303	7.802	7.538	8.042
8/10/2022	03:09.9	1895.895	7.831	25.303	7.803	7.535	8.041
8/10/2022	03:10.9	1896.887	7.829	25.304	7.796	7.532	8.046
8/10/2022	03:11.9	1897.886	7.83	25.303	7.794	7.531	8.043
8/10/2022	03:12.9	1898.886	7.835	25.3	7.798	7.534	8.047
8/10/2022	03:13.9	1899.887	7.835	25.302	7.797	7.537	8.04
8/10/2022	03:14.9	1900.89	7.829	25.302	7.796	7.536	8.043
8/10/2022	03:15.9	1901.889	7.835	25.303	7.799	7.536	8.042
8/10/2022	03:16.9	1902.891	7.832	25.302	7.805	7.536	8.05
8/10/2022	03:17.9	1903.891	7.831	25.302	7.799	7.541	8.047
8/10/2022	03:18.9	1904.889	7.835	25.301	7.805	7.543	8.04
8/10/2022	03:19.9	1905.888	7.84	25.302	7.803	7.54	8.045
8/10/2022	03:20.9	1906.889	7.838	25.3	7.803	7.542	8.053
8/10/2022	03:21.9	1907.888	7.836	25.301	7.806	7.539	8.046
8/10/2022	03:22.9	1908.888	7.832	25.302	7.805	7.545	8.05
8/10/2022	03:23.9	1909.888	7.842	25.301	7.814	7.547	8.048
8/10/2022	03:24.9	1910.889	7.838	25.298	7.806	7.544	8.042
8/10/2022	03:25.9	1911.91	7.835	25.294	7.812	7.542	8.043
8/10/2022	03:26.9	1912.889	7.834	25.294	7.812	7.548	8.046
8/10/2022	03:27.9	1913.889	7.837	25.292	7.809	7.55	8.047
8/10/2022	03:28.9	1914.891	7.835	25.292	7.809	7.549	8.044
8/10/2022	03:29.9	1915.89	7.839	25.29	7.815	7.549	8.041
8/10/2022	03:30.9	1916.89	7.835	25.289	7.814	7.552	8.044
8/10/2022	03:31.9	1917.892	7.837	25.286	7.813	7.554	8.044
8/10/2022	03:32.9	1918.892	7.84	25.288	7.815	7.552	8.044
8/10/2022	03:33.9	1919.893	7.844	25.289	7.81	7.551	8.049
8/10/2022	03:34.9	1920.89	7.841	25.29	7.809	7.552	8.046
8/10/2022	03:35.9	1921.891	7.843	25.292	7.811	7.556	8.043
8/10/2022	03:36.9	1922.892	7.844	25.293	7.816	7.555	8.042
8/10/2022	03:37.9	1923.89	7.833	25.295	7.812	7.549	8.04
8/10/2022	03:38.9	1924.89	7.841	25.298	7.814	7.556	8.038
8/10/2022	03:39.9	1925.892	7.836	25.297	7.811	7.555	8.043
8/10/2022	03:40.9	1926.896	7.842	25.298	7.807	7.556	8.035
8/10/2022	03:41.9	1927.898	7.838	25.297	7.807	7.556	8.044
8/10/2022	03:42.9	1928.892	7.842	25.296	7.809	7.561	8.044
8/10/2022	03:43.9	1929.894	7.839	25.294	7.815	7.553	8.045
8/10/2022	03:44.9	1930.893	7.844	25.293	7.81	7.557	8.04
8/10/2022	03:45.9	1931.893	7.844	25.293	7.812	7.557	8.044
8/10/2022	03:46.9	1932.892	7.84	25.295	7.815	7.558	8.034
8/10/2022	03:47.9	1933.891	7.846	25.299	7.813	7.553	8.039
8/10/2022	03:48.9	1934.891	7.84	25.297	7.81	7.553	8.042
8/10/2022	03:49.9	1935.893	7.842	25.297	7.813	7.558	8.036
8/10/2022	03:50.9	1936.892	7.844	25.293	7.812	7.565	8.038
8/10/2022	03:51.9	1937.891	7.844	25.289	7.818	7.561	8.043
8/10/2022	03:52.9	1938.894	7.844	25.287	7.814	7.563	8.043
8/10/2022	03:53.9	1939.891	7.848	25.287	7.816	7.569	8.046
8/10/2022	03:54.9	1940.892	7.846	25.286	7.818	7.56	8.045
8/10/2022	03:55.9	1941.893	7.847	25.285	7.814	7.559	8.042
8/10/2022	03:56.9	1942.891	7.85	25.284	7.816	7.559	8.043
8/10/2022	03:57.9	1943.891	7.853	25.282	7.815	7.56	8.045
8/10/2022	03:58.9	1944.892	7.841	25.284	7.813	7.557	8.045
8/10/2022	03:59.9	1945.915	7.841	25.284	7.816	7.565	8.044
8/10/2022	04:00.9	1946.893	7.848	25.284	7.813	7.564	8.044
8/10/2022	04:01.9	1947.892	7.853	25.282	7.814	7.569	8.046
8/10/2022	04:02.9	1948.891	7.85	25.283	7.817	7.563	8.041
8/10/2022	04:03.9	1949.893	7.843	25.282	7.813	7.569	8.046
8/10/2022	04:04.9	1950.895	7.842	25.282	7.821	7.562	8.047
8/10/2022	04:05.9	1951.894	7.853	25.279	7.819	7.565	8.045
8/10/2022	04:06.9	1952.893	7.853	25.277	7.82	7.567	8.044
8/10/2022	04:07.9	1953.894	7.85	25.277	7.814	7.563	8.05
8/10/2022	04:08.9	1954.893	7.843	25.28	7.819	7.564	8.046
8/10/2022	04:09.9	1955.893	7.845	25.283	7.816	7.564	8.044
8/10/2022	04:10.9	1956.896	7.844	25.286	7.819	7.565	8.047
8/10/2022	04:11.9	1957.897	7.845	25.285	7.815	7.567	8.041
8/10/2022	04:12.9	1958.899	7.843	25.281	7.816	7.57	8.044
8/10/2022	04:13.9	1959.898	7.846	25.277	7.823	7.567	8.045
8/10/2022	04:14.9	1960.899	7.843	25.274	7.815	7.565	8.043
8/10/2022	04:15.9	1961.9	7.847	25.274	7.818	7.567	8.046
8/10/2022	04:16.9	1962.912	7.849	25.27	7.823	7.571	8.046
8/10/2022	04:17.9	1963.902	7.842	25.271	7.816	7.565	8.049
8/10/2022	04:18.9	1964.9	7.847	25.269	7.821	7.569	8.046
8/10/2022	04:19.9	1965.935	7.849	25.273	7.818	7.568	8.051
8/10/2022	04:20.9	1966.901	7.849	25.274	7.818	7.57	8.048
8/10/2022	04:21.9	1967.903	7.849	25.273	7.818	7.574	8.048
8/10/2022	04:22.9	1968.9	7.85	25.269	7.819	7.571	8.047
8/10/2022	04:23.9	1969.899	7.85	25.266	7.824	7.569	8.051
8/10/2022	04:24.9	1970.9	7.85	25.265	7.823	7.565	8.048
8/10/2022	04:25.9	1971.9	7.845	25.266	7.826	7.574	8.045
8/10/2022	04:26.9	1972.9	7.848	25.266	7.818	7.578	8.045
8/10/2022	04:27.9	1973.9	7.846	25.266	7.827	7.571	8.046
8/10/2022	04:28.9	1974.9	7.846	25.264	7.828	7.579	8.052
8/10/2022	04:29.9	1975.901	7.843	25.262	7.826	7.576	8.049
8/10/2022	04:30.9	1976.901	7.855	25.259	7.821	7.571	8.047
8/10/2022	04:31.9	1977.901	7.856	25.258	7.822	7.576	8.044
8/10/2022	04:32.9	1978.904	7.845	25.262	7.82	7.577	8.048
8/10/2022	04:33.9	1979.902	7.84	25.262	7.82	7.577	8.047
8/10/2022	04:34.9	1980.903	7.842	25.265	7.817	7.573	8.045
8/10/2022	04:35.9	1981.917	7.842	25.265	7.825	7.577	8.047
8/10/2022	04:36.9	1982.903	7.839	25.268	7.821	7.572	8.045
8/10/2022	04:37.9	1983.903	7.842	25.268	7.82	7.576	8.047
8/10/2022	04:38.9	1984.905	7.845	25.264	7.827	7.578	8.045
8/10/2022	04:39.9	1985.904	7.851	25.259	7.825	7.574	8.045
8/10/2022	04:40.9	1986.904	7.844	25.256	7.822	7.579	8.047
8/10/2022	04:41.9	1987.904	7.841	25.253	7.832	7.581	8.049
8/10/2022	04:42.9	1988.905	7.846	25.249	7.828	7.579	8.051
8/10/2022	04:43.9	1989.903	7.847	25.246	7.825	7.579	8.048
8/10/2022	04:44.9	1990.906	7.85	25.243	7.815	7.582	8.046
8/10/2022	04:45.9	1991.909	7.853	25.245	7.826	7.575	8.048
8/10/2022	04:46.9	1992.906	7.849	25.246	7.828	7.581	8.047
8/10/2022	04:47.9	1993.906	7.846	25.247	7.825	7.582	8.051
8/10/2022	04:48.9	1994.907	7.849	25.248	7.829	7.581	8.051
8/10/2022	04:49.9	1995.908	7.844	25.251	7.822	7.578	8.047
8/10/2022	04:50.9	1996.906	7.843	25.253	7.824	7.579	8.048
8/10/2022	04:51.9	1997.914	7.854	25.253	7.821	7.579	8.047
8/10/2022	04:52.9	1998.907	7.846	25.252	7.82	7.579	8.044
8/10/2022	04:53.9	1999.908	7.845	25.25	7.825	7.573	8.047
8/10/2022	04:54.9	2000.907	7.846	25.249	7.826	7.58	8.049
8/10/2022	04:55.9	2001.908	7.849	25.248	7.826	7.58	8.044
8/10/2022	04:56.9	2002.912	7.85	25.246	7.828	7.583	8.049
8/10/2022	04:57.9	2003.911	7.844	25.246	7.831	7.58	8.048
8/10/2022	04:58.9	2004.911	7.846	25.245	7.821	7.584	8.047
8/10/2022	04:59.9	2005.911	7.84	25.246	7.825	7.578	8.048
8/10/2022	05:00.9	2006.911	7.845	25.244	7.826	7.58	8.047
8/10/2022	05:01.9	2007.916	7.844	25.242	7.822	7.583	8.047
8/10/2022	05:03.0	2009.008	7.842	25.241	7.823	7.578	8.045
8/10/2022	05:03.9	2009.915	7.849	25.241	7.819	7.576	8.05
8/10/2022	05:04.9	2010.915	7.845	25.24	7.822	7.583	8.051
8/10/2022	05:05.9	2011.915	7.845	25.24	7.822	7.58	8.05
8/10/2022	05:06.9	2012.92	7.847	25.24	7.821	7.58	8.051
8/10/2022	05:07.9	2013.917	7.85	25.242	7.821	7.58	8.049
8/10/2022	05:08.9	2014.917	7.852	25.241	7.828	7.581	8.045
8/10/2022	05:09.9	2015.917	7.842	25.245	7.817	7.577	8.047
8/10/2022	05:10.9	2016.918	7.844	25.245	7.83	7.579	8.047
8/10/2022	05:11.9	2017.923	7.851	25.246	7.824	7.582	8.046
8/10/2022	05:12.9	2018.92	7.844	25.246	7.821	7.581	8.047
8/10/2022	05:13.9	2019.922	7.846	25.246	7.819	7.577	8.052
8/10/2022	05:14.9	2020.92	7.846	25.243	7.822	7.581	8.048
8/10/2022	05:15.9	2021.92	7.846	25.239	7.815	7.571	8.049
8/10/2022	05:16.9	2022.919	7.846	25.236	7.822	7.576	8.046
8/10/2022	05:17.9	2023.921	7.853	25.232	7.825	7.581	8.05
8/10/2022	05:18.9	2024.918	7.845	25.229	7.825	7.582	8.049
8/10/2022	05:19.9	2025.919	7.849	25.228	7.821	7.584	8.046
8/10/2022	05:20.9	2026.919	7.853	25.229	7.821	7.583	8.049
8/10/2022	05:21.9	2027.92	7.843	25.233	7.818	7.581	8.05
8/10/2022	05:22.9	2028.922	7.847	25.236	7.821	7.583	8.049
8/10/2022	05:23.9	2029.92	7.845	25.233	7.82	7.579	8.046
8/10/2022	05:24.9	2030.922	7.851	25.232	7.826	7.585	8.048
8/10/2022	05:25.9	2031.922	7.851	25.23	7.828	7.589	8.053
8/10/2022	05:26.9	2032.922	7.844	25.231	7.822	7.58	8.05
8/10/2022	05:27.9	2033.922	7.846	25.229	7.827	7.582	8.052
8/10/2022	05:28.9	2034.921	7.848	25.228	7.823	7.584	8.047
8/10/2022	05:29.9	2035.92	7.857	25.225	7.823	7.587	8.049
8/10/2022	05:30.9	2036.92	7.849	25.225	7.82	7.587	8.049
8/10/2022	05:31.9	2037.921	7.854	25.223	7.822	7.586	8.047
8/10/2022	05:32.9	2038.922	7.844	25.222	7.824	7.583	8.046
8/10/2022	05:33.9	2039.926	7.85	25.219	7.824	7.58	8.052
8/10/2022	05:34.9	2040.923	7.852	25.22	7.82	7.586	8.053
8/10/2022	05:35.9	2041.922	7.852	25.22	7.824	7.588	8.047
8/10/2022	05:36.9	2042.923	7.85	25.22	7.826	7.579	8.055
8/10/2022	05:37.9	2043.923	7.846	25.222	7.828	7.58	8.047
8/10/2022	05:38.9	2044.923	7.851	25.22	7.824	7.586	8.053
8/10/2022	05:39.9	2045.924	7.845	25.221	7.821	7.584	8.043
8/10/2022	05:40.9	2046.924	7.847	25.222	7.819	7.58	8.046
8/10/2022	05:41.9	2047.924	7.849	25.221	7.82	7.582	8.045
8/10/2022	05:42.9	2048.922	7.846	25.22	7.82	7.584	8.045
8/10/2022	05:43.9	2049.923	7.855	25.219	7.824	7.583	8.046
8/10/2022	05:44.9	2050.923	7.846	25.218	7.818	7.582	8.047
8/10/2022	05:45.9	2051.924	7.844	25.217	7.823	7.588	8.045
8/10/2022	05:46.9	2052.924	7.842	25.217	7.814	7.579	8.053
8/10/2022	05:47.9	2053.924	7.849	25.217	7.818	7.581	8.05
8/10/2022	05:48.9	2054.924	7.847	25.214	7.815	7.585	8.053
8/10/2022	05:49.9	2055.925	7.842	25.214	7.814	7.586	8.05
8/10/2022	05:50.9	2056.926	7.839	25.212	7.813	7.586	8.053
8/10/2022	05:51.9	2057.927	7.841	25.21	7.815	7.583	8.052
8/10/2022	05:52.9	2058.929	7.842	25.211	7.808	7.58	8.053
8/10/2022	05:53.9	2059.926	7.843	25.212	7.815	7.585	8.05
8/10/2022	05:54.9	2060.926	7.833	25.212	7.81	7.582	8.056
8/10/2022	05:55.9	2061.938	7.837	25.21	7.808	7.578	8.051
8/10/2022	05:56.9	2062.927	7.837	25.207	7.804	7.575	8.048
8/10/2022	05:57.9	2063.927	7.836	25.205	7.816	7.574	8.054
8/10/2022	05:58.9	2064.927	7.837	25.205	7.812	7.58	8.053
8/10/2022	05:59.9	2065.927	7.834	25.208	7.812	7.58	8.047
8/10/2022	06:00.9	2066.926	7.832	25.209	7.806	7.578	8.051
8/10/2022	06:01.9	2067.928	7.836	25.209	7.806	7.58	8.049
8/10/2022	06:02.9	2068.927	7.832	25.207	7.804	7.573	8.049
8/10/2022	06:03.9	2069.927	7.826	25.205	7.803	7.576	8.045
8/10/2022	06:04.9	2070.928	7.823	25.206	7.805	7.576	8.047
8/10/2022	06:05.9	2071.928	7.832	25.206	7.807	7.572	8.051
8/10/2022	06:06.9	2072.93	7.823	25.206	7.799	7.577	8.048
8/10/2022	06:07.9	2073.928	7.828	25.205	7.798	7.562	8.05
8/10/2022	06:08.9	2074.929	7.822	25.204	7.8	7.57	8.052
8/10/2022	06:09.9	2075.967	7.823	25.201	7.797	7.571	8.055
8/10/2022	06:10.9	2076.93	7.819	25.199	7.797	7.573	8.054
8/10/2022	06:11.9	2077.929	7.819	25.196	7.795	7.575	8.058
8/10/2022	06:12.9	2078.934	7.812	25.193	7.797	7.57	8.053
8/10/2022	06:13.9	2079.932	7.815	25.192	7.796	7.573	8.053
8/10/2022	06:14.9	2080.931	7.818	25.191	7.797	7.568	8.055
8/10/2022	06:15.9	2081.93	7.818	25.19	7.792	7.571	8.056
8/10/2022	06:17.0	2083.037	7.818	25.186	7.793	7.568	8.05
8/10/2022	06:17.9	2083.93	7.817	25.186	7.793	7.563	8.051
8/10/2022	06:18.9	2084.932	7.817	25.183	7.79	7.571	8.056
8/10/2022	06:19.9	2085.93	7.815	25.182	7.794	7.573	8.057
8/10/2022	06:20.9	2086.935	7.813	25.182	7.787	7.57	8.063
8/10/2022	06:21.9	2087.934	7.815	25.179	7.787	7.567	8.056
8/10/2022	06:22.9	2088.931	7.805	25.179	7.785	7.571	8.057
8/10/2022	06:23.9	2089.932	7.812	25.179	7.784	7.568	8.056
8/10/2022	06:24.9	2090.938	7.808	25.178	7.786	7.569	8.057
8/10/2022	06:25.9	2091.933	7.802	25.178	7.779	7.571	8.059
8/10/2022	06:26.9	2092.934	7.805	25.176	7.786	7.562	8.057
8/10/2022	06:27.9	2093.934	7.808	25.176	7.779	7.566	8.057
8/10/2022	06:28.9	2094.934	7.797	25.176	7.78	7.57	8.055
8/10/2022	06:29.9	2095.934	7.799	25.175	7.775	7.566	8.054
8/10/2022	06:30.9	2096.933	7.802	25.175	7.776	7.565	8.054
8/10/2022	06:31.9	2097.934	7.806	25.172	7.774	7.564	8.061
8/10/2022	06:32.9	2098.933	7.797	25.172	7.778	7.564	8.06
8/10/2022	06:33.9	2099.934	7.801	25.172	7.775	7.561	8.057
8/10/2022	06:34.9	2100.94	7.797	25.172	7.769	7.562	8.06
8/10/2022	06:35.9	2101.933	7.79	25.173	7.773	7.561	8.057
8/10/2022	06:36.9	2102.934	7.792	25.174	7.775	7.558	8.055
8/10/2022	06:37.9	2103.934	7.794	25.174	7.775	7.558	8.057
8/10/2022	06:39.1	2105.103	7.789	25.174	7.767	7.563	8.056
8/10/2022	06:39.9	2105.947	7.786	25.173	7.764	7.56	8.058
8/10/2022	06:41.0	2106.987	7.784	25.17	7.771	7.553	8.055
8/10/2022	06:41.9	2107.933	7.787	25.168	7.764	7.556	8.056
8/10/2022	06:42.9	2108.939	7.785	25.168	7.764	7.557	8.061
8/10/2022	06:44.1	2110.076	7.784	25.167	7.775	7.559	8.059
8/10/2022	06:44.9	2110.934	7.786	25.168	7.765	7.553	8.057
8/10/2022	06:45.9	2111.935	7.782	25.166	7.769	7.554	8.057
8/10/2022	06:46.9	2112.935	7.786	25.165	7.762	7.553	8.061
8/10/2022	06:47.9	2113.935	7.78	25.165	7.766	7.554	8.061
8/10/2022	06:48.9	2114.934	7.781	25.164	7.762	7.549	8.054
8/10/2022	06:50.3	2116.305	7.774	25.164	7.764	7.553	8.06
8/10/2022	06:50.9	2116.936	7.769	25.162	7.763	7.556	8.054
8/10/2022	06:51.9	2117.938	7.784	25.159	7.763	7.554	8.053
8/10/2022	06:52.9	2118.969	7.777	25.159	7.758	7.556	8.052
8/10/2022	06:53.9	2119.97	7.775	25.16	7.758	7.551	8.058
8/10/2022	06:54.9	2120.936	7.768	25.161	7.757	7.548	8.055
8/10/2022	06:55.9	2121.937	7.77	25.16	7.752	7.555	8.057
8/10/2022	06:57.0	2123.027	7.769	25.159	7.756	7.552	8.056
8/10/2022	06:57.9	2123.935	7.763	25.16	7.755	7.549	8.057
8/10/2022	06:58.9	2124.936	7.762	25.16	7.75	7.547	8.053
8/10/2022	06:59.9	2125.936	7.767	25.16	7.756	7.547	8.057
8/10/2022	07:00.9	2126.936	7.767	25.158	7.755	7.551	8.052
8/10/2022	07:01.9	2127.942	7.762	25.158	7.749	7.543	8.059
8/10/2022	07:02.9	2128.938	7.765	25.154	7.753	7.552	8.056
8/10/2022	07:03.9	2129.938	7.768	25.15	7.753	7.553	8.064
8/10/2022	07:04.9	2130.942	7.759	25.148	7.747	7.554	8.057
8/10/2022	07:05.9	2131.939	7.767	25.148	7.751	7.549	8.058
8/10/2022	07:06.9	2132.94	7.759	25.147	7.744	7.546	8.057
8/10/2022	07:07.9	2133.942	7.764	25.146	7.746	7.545	8.057
8/10/2022	07:08.9	2134.941	7.758	25.143	7.746	7.544	8.062
8/10/2022	07:09.9	2135.941	7.752	25.142	7.745	7.55	8.055
8/10/2022	07:11.0	2137	7.76	25.139	7.744	7.539	8.061
8/10/2022	07:11.9	2137.94	7.754	25.139	7.746	7.544	8.062
8/10/2022	07:12.9	2138.941	7.753	25.14	7.742	7.546	8.066
8/10/2022	07:13.9	2139.942	7.754	25.141	7.744	7.545	8.059
8/10/2022	07:14.9	2140.943	7.754	25.142	7.737	7.54	8.061
8/10/2022	07:15.9	2141.942	7.756	25.145	7.734	7.546	8.06
8/10/2022	07:16.9	2142.942	7.744	25.145	7.738	7.54	8.061
8/10/2022	07:17.9	2143.942	7.745	25.144	7.733	7.538	8.061
8/10/2022	07:18.9	2144.944	7.754	25.142	7.744	7.535	8.056
8/10/2022	07:19.9	2145.943	7.751	25.14	7.73	7.538	8.064
8/10/2022	07:20.9	2146.943	7.74	25.136	7.735	7.535	8.064
8/10/2022	07:21.9	2147.948	7.741	25.133	7.731	7.538	8.058
8/10/2022	07:22.9	2148.944	7.741	25.132	7.731	7.537	8.062
8/10/2022	07:23.9	2149.943	7.742	25.132	7.733	7.532	8.06
8/10/2022	07:24.9	2150.946	7.74	25.132	7.73	7.537	8.058
8/10/2022	07:25.9	2151.947	7.744	25.131	7.73	7.532	8.067
8/10/2022	07:26.9	2152.947	7.74	25.131	7.729	7.531	8.058
8/10/2022	07:27.9	2153.945	7.748	25.13	7.731	7.536	8.063
8/10/2022	07:28.9	2154.947	7.737	25.13	7.728	7.538	8.064
8/10/2022	07:29.9	2155.95	7.73	25.129	7.729	7.529	8.059
8/10/2022	07:30.9	2156.947	7.733	25.128	7.72	7.537	8.063
8/10/2022	07:31.9	2157.946	7.728	25.126	7.725	7.535	8.061
8/10/2022	07:33.0	2158.976	7.731	25.124	7.722	7.527	8.064
8/10/2022	07:33.9	2159.946	7.727	25.124	7.72	7.533	8.066
8/10/2022	07:34.9	2160.949	7.729	25.122	7.725	7.53	8.063
8/10/2022	07:35.9	2161.947	7.727	25.121	7.723	7.532	8.064
8/10/2022	07:36.9	2162.946	7.727	25.116	7.724	7.539	8.065
8/10/2022	07:37.9	2163.951	7.724	25.113	7.719	7.532	8.067
8/10/2022	07:38.9	2164.946	7.728	25.11	7.715	7.535	8.067
8/10/2022	07:39.9	2165.95	7.726	25.113	7.718	7.533	8.067
8/10/2022	07:40.9	2166.948	7.725	25.113	7.714	7.541	8.065
8/10/2022	07:41.9	2167.948	7.724	25.116	7.714	7.533	8.062
8/10/2022	07:42.9	2168.948	7.723	25.116	7.716	7.531	8.064
8/10/2022	07:44.0	2169.982	7.723	25.117	7.715	7.528	8.063
8/10/2022	07:44.9	2170.948	7.722	25.116	7.715	7.528	8.064
8/10/2022	07:45.9	2171.952	7.722	25.114	7.712	7.529	8.064
8/10/2022	07:47.0	2173.026	7.715	25.114	7.709	7.522	8.065
8/10/2022	07:47.9	2173.95	7.714	25.112	7.713	7.522	8.068
8/10/2022	07:48.9	2174.953	7.714	25.112	7.715	7.525	8.064
8/10/2022	07:49.9	2175.95	7.715	25.113	7.709	7.525	8.065
8/10/2022	07:50.9	2176.955	7.716	25.115	7.707	7.521	8.058
8/10/2022	07:51.9	2177.951	7.71	25.114	7.704	7.525	8.067
8/10/2022	07:52.9	2178.95	7.711	25.114	7.704	7.527	8.067
8/10/2022	07:53.9	2179.955	7.709	25.113	7.705	7.523	8.058
8/10/2022	07:54.9	2180.955	7.71	25.112	7.707	7.517	8.065
8/10/2022	07:55.9	2181.957	7.707	25.111	7.699	7.528	8.064
8/10/2022	07:56.9	2182.956	7.708	25.107	7.705	7.522	8.064
8/10/2022	07:58.0	2183.988	7.71	25.104	7.697	7.526	8.062
8/10/2022	07:58.9	2184.957	7.71	25.103	7.695	7.527	8.066
8/10/2022	07:59.9	2185.958	7.71	25.101	7.698	7.52	8.066
8/10/2022	08:01.0	2186.978	7.708	25.099	7.698	7.519	8.067
8/10/2022	08:01.9	2187.957	7.701	25.099	7.697	7.521	8.065
8/10/2022	08:02.9	2188.957	7.704	25.099	7.696	7.518	8.065
8/10/2022	08:03.9	2189.957	7.709	25.101	7.697	7.522	8.067
8/10/2022	08:04.9	2190.958	7.696	25.102	7.698	7.516	8.068
8/10/2022	08:05.9	2191.958	7.694	25.101	7.695	7.516	8.066
8/10/2022	08:06.9	2192.958	7.697	25.102	7.692	7.518	8.067
8/10/2022	08:07.9	2193.959	7.696	25.098	7.689	7.518	8.068
8/10/2022	08:08.9	2194.967	7.692	25.096	7.688	7.517	8.067
8/10/2022	08:09.9	2195.958	7.692	25.093	7.69	7.515	8.069
8/10/2022	08:10.9	2196.959	7.686	25.088	7.688	7.51	8.069
8/10/2022	08:11.9	2197.961	7.69	25.088	7.686	7.513	8.069
8/10/2022	08:12.9	2198.962	7.692	25.09	7.686	7.514	8.067
8/10/2022	08:13.9	2199.962	7.692	25.091	7.689	7.512	8.068
8/10/2022	08:14.9	2200.959	7.691	25.094	7.684	7.513	8.063
8/10/2022	08:15.9	2201.96	7.688	25.094	7.687	7.512	8.069
8/10/2022	08:16.9	2202.961	7.684	25.093	7.689	7.51	8.067
8/10/2022	08:17.9	2203.962	7.679	25.093	7.681	7.513	8.068
8/10/2022	08:18.9	2204.964	7.679	25.092	7.677	7.507	8.07
8/10/2022	08:19.9	2205.962	7.681	25.092	7.681	7.508	8.069
8/10/2022	08:20.9	2206.964	7.686	25.091	7.678	7.512	8.068
8/10/2022	08:21.9	2207.966	7.685	25.088	7.671	7.508	8.074
8/10/2022	08:23.0	2209.045	7.68	25.087	7.677	7.507	8.066
8/10/2022	08:23.9	2209.964	7.679	25.088	7.679	7.511	8.072
8/10/2022	08:24.9	2210.966	7.674	25.088	7.672	7.51	8.065
8/10/2022	08:25.9	2211.964	7.678	25.089	7.672	7.511	8.065
8/10/2022	08:26.9	2212.966	7.671	25.088	7.678	7.506	8.07
8/10/2022	08:27.9	2213.968	7.674	25.086	7.67	7.505	8.068
8/10/2022	08:29.0	2214.982	7.672	25.086	7.673	7.504	8.067
8/10/2022	08:29.9	2215.965	7.665	25.086	7.668	7.503	8.071
8/10/2022	08:30.9	2216.969	7.665	25.084	7.675	7.506	8.063
8/10/2022	08:31.9	2217.967	7.674	25.08	7.666	7.503	8.071
8/10/2022	08:32.9	2218.969	7.666	25.076	7.668	7.501	8.069
8/10/2022	08:33.9	2219.972	7.665	25.078	7.67	7.5	8.067
8/10/2022	08:34.9	2220.967	7.67	25.078	7.664	7.5	8.068
8/10/2022	08:35.9	2221.967	7.666	25.079	7.657	7.494	8.064
8/10/2022	08:36.9	2222.97	7.668	25.079	7.661	7.504	8.067
8/10/2022	08:37.9	2223.97	7.656	25.079	7.662	7.494	8.069
8/10/2022	08:38.9	2224.969	7.662	25.078	7.664	7.501	8.071
8/10/2022	08:39.9	2225.97	7.657	25.077	7.664	7.501	8.068
8/10/2022	08:40.9	2226.97	7.654	25.075	7.66	7.498	8.07
8/10/2022	08:41.9	2227.971	7.654	25.076	7.658	7.501	8.067
8/10/2022	08:43.0	2228.974	7.652	25.076	7.658	7.499	8.068
8/10/2022	08:43.9	2229.971	7.651	25.076	7.659	7.496	8.071
8/10/2022	08:45.0	2230.973	7.653	25.074	7.656	7.496	8.069
8/10/2022	08:46.0	2231.98	7.651	25.07	7.659	7.5	8.066
8/10/2022	08:47.0	2232.977	7.651	25.068	7.654	7.501	8.068
8/10/2022	08:48.0	2233.974	7.647	25.066	7.657	7.495	8.072
8/10/2022	08:49.0	2234.975	7.645	25.067	7.654	7.49	8.071
8/10/2022	08:50.0	2235.975	7.652	25.069	7.65	7.497	8.069
8/10/2022	08:51.0	2236.974	7.646	25.072	7.647	7.495	8.067
8/10/2022	08:52.0	2237.976	7.645	25.071	7.648	7.493	8.067
8/10/2022	08:53.0	2238.975	7.638	25.07	7.643	7.497	8.071
